index,offer_id,slide,filename,public_url
1,ld-SET-1008017-1108017-,01-slide,0001_ld-SET-1008017-1108017-_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0001_ld-SET-1008017-1108017-_01-slide.jpg
1,ld-SET-1008017-1108017-,02-benefits,0001_ld-SET-1008017-1108017-_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0001_ld-SET-1008017-1108017-_02-benefits.jpg
1,ld-SET-1008017-1108017-,03-tech,0001_ld-SET-1008017-1108017-_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0001_ld-SET-1008017-1108017-_03-tech.jpg
1,ld-SET-1008017-1108017-,04-conditions,0001_ld-SET-1008017-1108017-_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0001_ld-SET-1008017-1108017-_04-conditions.jpg
1,ld-SET-1008017-1108017-,05-specs,0001_ld-SET-1008017-1108017-_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0001_ld-SET-1008017-1108017-_05-specs.jpg
1,ld-SET-1008017-1108017-,06-marking,0001_ld-SET-1008017-1108017-_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0001_ld-SET-1008017-1108017-_06-marking.jpg
1,ld-SET-1008017-1108017-,07-guide,0001_ld-SET-1008017-1108017-_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0001_ld-SET-1008017-1108017-_07-guide.jpg
1,ld-SET-1008017-1108017-,08-supplier,0001_ld-SET-1008017-1108017-_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0001_ld-SET-1008017-1108017-_08-supplier.jpg
2,ld-SET-909014-1009014-454483139610,01-slide,0002_ld-SET-909014-1009014-454483139610_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0002_ld-SET-909014-1009014-454483139610_01-slide.jpg
2,ld-SET-909014-1009014-454483139610,02-benefits,0002_ld-SET-909014-1009014-454483139610_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0002_ld-SET-909014-1009014-454483139610_02-benefits.jpg
2,ld-SET-909014-1009014-454483139610,03-tech,0002_ld-SET-909014-1009014-454483139610_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0002_ld-SET-909014-1009014-454483139610_03-tech.jpg
2,ld-SET-909014-1009014-454483139610,04-conditions,0002_ld-SET-909014-1009014-454483139610_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0002_ld-SET-909014-1009014-454483139610_04-conditions.jpg
2,ld-SET-909014-1009014-454483139610,05-specs,0002_ld-SET-909014-1009014-454483139610_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0002_ld-SET-909014-1009014-454483139610_05-specs.jpg
2,ld-SET-909014-1009014-454483139610,06-marking,0002_ld-SET-909014-1009014-454483139610_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0002_ld-SET-909014-1009014-454483139610_06-marking.jpg
2,ld-SET-909014-1009014-454483139610,07-guide,0002_ld-SET-909014-1009014-454483139610_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0002_ld-SET-909014-1009014-454483139610_07-guide.jpg
2,ld-SET-909014-1009014-454483139610,08-supplier,0002_ld-SET-909014-1009014-454483139610_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0002_ld-SET-909014-1009014-454483139610_08-supplier.jpg
3,ld-SET-1207013-1307013-63586151,01-slide,0003_ld-SET-1207013-1307013-63586151_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0003_ld-SET-1207013-1307013-63586151_01-slide.jpg
3,ld-SET-1207013-1307013-63586151,02-benefits,0003_ld-SET-1207013-1307013-63586151_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0003_ld-SET-1207013-1307013-63586151_02-benefits.jpg
3,ld-SET-1207013-1307013-63586151,03-tech,0003_ld-SET-1207013-1307013-63586151_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0003_ld-SET-1207013-1307013-63586151_03-tech.jpg
3,ld-SET-1207013-1307013-63586151,04-conditions,0003_ld-SET-1207013-1307013-63586151_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0003_ld-SET-1207013-1307013-63586151_04-conditions.jpg
3,ld-SET-1207013-1307013-63586151,05-specs,0003_ld-SET-1207013-1307013-63586151_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0003_ld-SET-1207013-1307013-63586151_05-specs.jpg
3,ld-SET-1207013-1307013-63586151,06-marking,0003_ld-SET-1207013-1307013-63586151_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0003_ld-SET-1207013-1307013-63586151_06-marking.jpg
3,ld-SET-1207013-1307013-63586151,07-guide,0003_ld-SET-1207013-1307013-63586151_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0003_ld-SET-1207013-1307013-63586151_07-guide.jpg
3,ld-SET-1207013-1307013-63586151,08-supplier,0003_ld-SET-1207013-1307013-63586151_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0003_ld-SET-1207013-1307013-63586151_08-supplier.jpg
4,ld-SET-909012-1009010-64946452,01-slide,0004_ld-SET-909012-1009010-64946452_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0004_ld-SET-909012-1009010-64946452_01-slide.jpg
4,ld-SET-909012-1009010-64946452,02-benefits,0004_ld-SET-909012-1009010-64946452_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0004_ld-SET-909012-1009010-64946452_02-benefits.jpg
4,ld-SET-909012-1009010-64946452,03-tech,0004_ld-SET-909012-1009010-64946452_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0004_ld-SET-909012-1009010-64946452_03-tech.jpg
4,ld-SET-909012-1009010-64946452,04-conditions,0004_ld-SET-909012-1009010-64946452_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0004_ld-SET-909012-1009010-64946452_04-conditions.jpg
4,ld-SET-909012-1009010-64946452,05-specs,0004_ld-SET-909012-1009010-64946452_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0004_ld-SET-909012-1009010-64946452_05-specs.jpg
4,ld-SET-909012-1009010-64946452,06-marking,0004_ld-SET-909012-1009010-64946452_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0004_ld-SET-909012-1009010-64946452_06-marking.jpg
4,ld-SET-909012-1009010-64946452,07-guide,0004_ld-SET-909012-1009010-64946452_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0004_ld-SET-909012-1009010-64946452_07-guide.jpg
4,ld-SET-909012-1009010-64946452,08-supplier,0004_ld-SET-909012-1009010-64946452_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0004_ld-SET-909012-1009010-64946452_08-supplier.jpg
5,ld-SET-62046298--,01-slide,0005_ld-SET-62046298--_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0005_ld-SET-62046298--_01-slide.jpg
5,ld-SET-62046298--,02-benefits,0005_ld-SET-62046298--_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0005_ld-SET-62046298--_02-benefits.jpg
5,ld-SET-62046298--,03-tech,0005_ld-SET-62046298--_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0005_ld-SET-62046298--_03-tech.jpg
5,ld-SET-62046298--,04-conditions,0005_ld-SET-62046298--_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0005_ld-SET-62046298--_04-conditions.jpg
5,ld-SET-62046298--,05-specs,0005_ld-SET-62046298--_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0005_ld-SET-62046298--_05-specs.jpg
5,ld-SET-62046298--,06-marking,0005_ld-SET-62046298--_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0005_ld-SET-62046298--_06-marking.jpg
5,ld-SET-62046298--,07-guide,0005_ld-SET-62046298--_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0005_ld-SET-62046298--_07-guide.jpg
5,ld-SET-62046298--,08-supplier,0005_ld-SET-62046298--_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0005_ld-SET-62046298--_08-supplier.jpg
6,ld-SET-1009019-1409015-579289-572889,01-slide,0006_ld-SET-1009019-1409015-579289-572889_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0006_ld-SET-1009019-1409015-579289-572889_01-slide.jpg
6,ld-SET-1009019-1409015-579289-572889,02-benefits,0006_ld-SET-1009019-1409015-579289-572889_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0006_ld-SET-1009019-1409015-579289-572889_02-benefits.jpg
6,ld-SET-1009019-1409015-579289-572889,03-tech,0006_ld-SET-1009019-1409015-579289-572889_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0006_ld-SET-1009019-1409015-579289-572889_03-tech.jpg
6,ld-SET-1009019-1409015-579289-572889,04-conditions,0006_ld-SET-1009019-1409015-579289-572889_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0006_ld-SET-1009019-1409015-579289-572889_04-conditions.jpg
6,ld-SET-1009019-1409015-579289-572889,05-specs,0006_ld-SET-1009019-1409015-579289-572889_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0006_ld-SET-1009019-1409015-579289-572889_05-specs.jpg
6,ld-SET-1009019-1409015-579289-572889,06-marking,0006_ld-SET-1009019-1409015-579289-572889_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0006_ld-SET-1009019-1409015-579289-572889_06-marking.jpg
6,ld-SET-1009019-1409015-579289-572889,07-guide,0006_ld-SET-1009019-1409015-579289-572889_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0006_ld-SET-1009019-1409015-579289-572889_07-guide.jpg
6,ld-SET-1009019-1409015-579289-572889,08-supplier,0006_ld-SET-1009019-1409015-579289-572889_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0006_ld-SET-1009019-1409015-579289-572889_08-supplier.jpg
7,ld-M1207017-02444630000,01-slide,0007_ld-M1207017-02444630000_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0007_ld-M1207017-02444630000_01-slide.jpg
7,ld-M1207017-02444630000,02-benefits,0007_ld-M1207017-02444630000_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0007_ld-M1207017-02444630000_02-benefits.jpg
7,ld-M1207017-02444630000,03-tech,0007_ld-M1207017-02444630000_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0007_ld-M1207017-02444630000_03-tech.jpg
7,ld-M1207017-02444630000,04-conditions,0007_ld-M1207017-02444630000_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0007_ld-M1207017-02444630000_04-conditions.jpg
7,ld-M1207017-02444630000,05-specs,0007_ld-M1207017-02444630000_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0007_ld-M1207017-02444630000_05-specs.jpg
7,ld-M1207017-02444630000,06-marking,0007_ld-M1207017-02444630000_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0007_ld-M1207017-02444630000_06-marking.jpg
7,ld-M1207017-02444630000,07-guide,0007_ld-M1207017-02444630000_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0007_ld-M1207017-02444630000_07-guide.jpg
7,ld-M1207017-02444630000,08-supplier,0007_ld-M1207017-02444630000_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0007_ld-M1207017-02444630000_08-supplier.jpg
8,ld-SET-62046201--,01-slide,0008_ld-SET-62046201--_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0008_ld-SET-62046201--_01-slide.jpg
8,ld-SET-62046201--,02-benefits,0008_ld-SET-62046201--_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0008_ld-SET-62046201--_02-benefits.jpg
8,ld-SET-62046201--,03-tech,0008_ld-SET-62046201--_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0008_ld-SET-62046201--_03-tech.jpg
8,ld-SET-62046201--,04-conditions,0008_ld-SET-62046201--_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0008_ld-SET-62046201--_04-conditions.jpg
8,ld-SET-62046201--,05-specs,0008_ld-SET-62046201--_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0008_ld-SET-62046201--_05-specs.jpg
8,ld-SET-62046201--,06-marking,0008_ld-SET-62046201--_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0008_ld-SET-62046201--_06-marking.jpg
8,ld-SET-62046201--,07-guide,0008_ld-SET-62046201--_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0008_ld-SET-62046201--_07-guide.jpg
8,ld-SET-62046201--,08-supplier,0008_ld-SET-62046201--_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0008_ld-SET-62046201--_08-supplier.jpg
9,ld-M1805517-02444650000,01-slide,0009_ld-M1805517-02444650000_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0009_ld-M1805517-02444650000_01-slide.jpg
9,ld-M1805517-02444650000,02-benefits,0009_ld-M1805517-02444650000_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0009_ld-M1805517-02444650000_02-benefits.jpg
9,ld-M1805517-02444650000,03-tech,0009_ld-M1805517-02444650000_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0009_ld-M1805517-02444650000_03-tech.jpg
9,ld-M1805517-02444650000,04-conditions,0009_ld-M1805517-02444650000_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0009_ld-M1805517-02444650000_04-conditions.jpg
9,ld-M1805517-02444650000,05-specs,0009_ld-M1805517-02444650000_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0009_ld-M1805517-02444650000_05-specs.jpg
9,ld-M1805517-02444650000,06-marking,0009_ld-M1805517-02444650000_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0009_ld-M1805517-02444650000_06-marking.jpg
9,ld-M1805517-02444650000,07-guide,0009_ld-M1805517-02444650000_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0009_ld-M1805517-02444650000_07-guide.jpg
9,ld-M1805517-02444650000,08-supplier,0009_ld-M1805517-02444650000_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0009_ld-M1805517-02444650000_08-supplier.jpg
10,ld-M1309016-593469,01-slide,0010_ld-M1309016-593469_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0010_ld-M1309016-593469_01-slide.jpg
10,ld-M1309016-593469,02-benefits,0010_ld-M1309016-593469_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0010_ld-M1309016-593469_02-benefits.jpg
10,ld-M1309016-593469,03-tech,0010_ld-M1309016-593469_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0010_ld-M1309016-593469_03-tech.jpg
10,ld-M1309016-593469,04-conditions,0010_ld-M1309016-593469_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0010_ld-M1309016-593469_04-conditions.jpg
10,ld-M1309016-593469,05-specs,0010_ld-M1309016-593469_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0010_ld-M1309016-593469_05-specs.jpg
10,ld-M1309016-593469,06-marking,0010_ld-M1309016-593469_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0010_ld-M1309016-593469_06-marking.jpg
10,ld-M1309016-593469,07-guide,0010_ld-M1309016-593469_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0010_ld-M1309016-593469_07-guide.jpg
10,ld-M1309016-593469,08-supplier,0010_ld-M1309016-593469_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0010_ld-M1309016-593469_08-supplier.jpg
11,ld-SET-1008017-1307017-510280758449B,01-slide,0011_ld-SET-1008017-1307017-510280758449B_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0011_ld-SET-1008017-1307017-510280758449B_01-slide.jpg
11,ld-SET-1008017-1307017-510280758449B,02-benefits,0011_ld-SET-1008017-1307017-510280758449B_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0011_ld-SET-1008017-1307017-510280758449B_02-benefits.jpg
11,ld-SET-1008017-1307017-510280758449B,03-tech,0011_ld-SET-1008017-1307017-510280758449B_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0011_ld-SET-1008017-1307017-510280758449B_03-tech.jpg
11,ld-SET-1008017-1307017-510280758449B,04-conditions,0011_ld-SET-1008017-1307017-510280758449B_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0011_ld-SET-1008017-1307017-510280758449B_04-conditions.jpg
11,ld-SET-1008017-1307017-510280758449B,05-specs,0011_ld-SET-1008017-1307017-510280758449B_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0011_ld-SET-1008017-1307017-510280758449B_05-specs.jpg
11,ld-SET-1008017-1307017-510280758449B,06-marking,0011_ld-SET-1008017-1307017-510280758449B_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0011_ld-SET-1008017-1307017-510280758449B_06-marking.jpg
11,ld-SET-1008017-1307017-510280758449B,07-guide,0011_ld-SET-1008017-1307017-510280758449B_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0011_ld-SET-1008017-1307017-510280758449B_07-guide.jpg
11,ld-SET-1008017-1307017-510280758449B,08-supplier,0011_ld-SET-1008017-1307017-510280758449B_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0011_ld-SET-1008017-1307017-510280758449B_08-supplier.jpg
12,ld-SET-1207019-1507018-62856330,01-slide,0012_ld-SET-1207019-1507018-62856330_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0012_ld-SET-1207019-1507018-62856330_01-slide.jpg
12,ld-SET-1207019-1507018-62856330,02-benefits,0012_ld-SET-1207019-1507018-62856330_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0012_ld-SET-1207019-1507018-62856330_02-benefits.jpg
12,ld-SET-1207019-1507018-62856330,03-tech,0012_ld-SET-1207019-1507018-62856330_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0012_ld-SET-1207019-1507018-62856330_03-tech.jpg
12,ld-SET-1207019-1507018-62856330,04-conditions,0012_ld-SET-1207019-1507018-62856330_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0012_ld-SET-1207019-1507018-62856330_04-conditions.jpg
12,ld-SET-1207019-1507018-62856330,05-specs,0012_ld-SET-1207019-1507018-62856330_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0012_ld-SET-1207019-1507018-62856330_05-specs.jpg
12,ld-SET-1207019-1507018-62856330,06-marking,0012_ld-SET-1207019-1507018-62856330_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0012_ld-SET-1207019-1507018-62856330_06-marking.jpg
12,ld-SET-1207019-1507018-62856330,07-guide,0012_ld-SET-1207019-1507018-62856330_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0012_ld-SET-1207019-1507018-62856330_07-guide.jpg
12,ld-SET-1207019-1507018-62856330,08-supplier,0012_ld-SET-1207019-1507018-62856330_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0012_ld-SET-1207019-1507018-62856330_08-supplier.jpg
13,ld-SET-1207015-1507014-64456176-3,01-slide,0013_ld-SET-1207015-1507014-64456176-3_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0013_ld-SET-1207015-1507014-64456176-3_01-slide.jpg
13,ld-SET-1207015-1507014-64456176-3,02-benefits,0013_ld-SET-1207015-1507014-64456176-3_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0013_ld-SET-1207015-1507014-64456176-3_02-benefits.jpg
13,ld-SET-1207015-1507014-64456176-3,03-tech,0013_ld-SET-1207015-1507014-64456176-3_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0013_ld-SET-1207015-1507014-64456176-3_03-tech.jpg
13,ld-SET-1207015-1507014-64456176-3,04-conditions,0013_ld-SET-1207015-1507014-64456176-3_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0013_ld-SET-1207015-1507014-64456176-3_04-conditions.jpg
13,ld-SET-1207015-1507014-64456176-3,05-specs,0013_ld-SET-1207015-1507014-64456176-3_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0013_ld-SET-1207015-1507014-64456176-3_05-specs.jpg
13,ld-SET-1207015-1507014-64456176-3,06-marking,0013_ld-SET-1207015-1507014-64456176-3_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0013_ld-SET-1207015-1507014-64456176-3_06-marking.jpg
13,ld-SET-1207015-1507014-64456176-3,07-guide,0013_ld-SET-1207015-1507014-64456176-3_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0013_ld-SET-1207015-1507014-64456176-3_07-guide.jpg
13,ld-SET-1207015-1507014-64456176-3,08-supplier,0013_ld-SET-1207015-1507014-64456176-3_08-supplier.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0013_ld-SET-1207015-1507014-64456176-3_08-supplier.jpg
14,ld-SET-1207012-1307012-63886386,01-slide,0014_ld-SET-1207012-1307012-63886386_01-slide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0014_ld-SET-1207012-1307012-63886386_01-slide.jpg
14,ld-SET-1207012-1307012-63886386,02-benefits,0014_ld-SET-1207012-1307012-63886386_02-benefits.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0014_ld-SET-1207012-1307012-63886386_02-benefits.jpg
14,ld-SET-1207012-1307012-63886386,03-tech,0014_ld-SET-1207012-1307012-63886386_03-tech.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0014_ld-SET-1207012-1307012-63886386_03-tech.jpg
14,ld-SET-1207012-1307012-63886386,04-conditions,0014_ld-SET-1207012-1307012-63886386_04-conditions.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0014_ld-SET-1207012-1307012-63886386_04-conditions.jpg
14,ld-SET-1207012-1307012-63886386,05-specs,0014_ld-SET-1207012-1307012-63886386_05-specs.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0014_ld-SET-1207012-1307012-63886386_05-specs.jpg
14,ld-SET-1207012-1307012-63886386,06-marking,0014_ld-SET-1207012-1307012-63886386_06-marking.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0014_ld-SET-1207012-1307012-63886386_06-marking.jpg
14,ld-SET-1207012-1307012-63886386,07-guide,0014_ld-SET-1207012-1307012-63886386_07-guide.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-moto-infographics-1200-20260720-jpg/main/0014_ld-SET-1207012-1307012-63886386_07-guide.jpg
